path_kind,pcie_effective_bandwidth_GBps,one_way_fixed_latency_us,fpga_linear_speedup_over_gpu,policy,analytical_makespan_us,speedup_vs_gpu_only,offloaded_linear_tasks,cross_device_edges,logical_cross_device_bytes,physical_link_bytes,valid_for_target_prediction
shared_mapped_one_copy,4,5,2,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,5,4,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,5,4,static_all_fpga,39377.55444800007,0.5633761716029252,49,97,116198400,116198400,False
shared_mapped_one_copy,4,5,4,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,5,8,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,5,8,static_all_fpga,37255.31754400004,0.5954687098237551,49,97,116198400,116198400,False
shared_mapped_one_copy,4,5,8,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,5,16,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,5,16,static_all_fpga,36194.19909200004,0.6129262817947918,49,97,116198400,116198400,False
shared_mapped_one_copy,4,5,16,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,10,2,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,10,2,static_all_fpga,44107.028256000085,0.5029669136456086,49,97,116198400,116198400,False
shared_mapped_one_copy,4,10,2,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,10,4,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,10,4,static_all_fpga,39862.55444800007,0.5565216825464385,49,97,116198400,116198400,False
shared_mapped_one_copy,4,10,4,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,10,8,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,10,8,static_all_fpga,37740.31754400004,0.587816354383772,49,97,116198400,116198400,False
shared_mapped_one_copy,4,10,8,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,10,16,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,10,16,static_all_fpga,36679.19909200004,0.604821708793488,49,97,116198400,116198400,False
shared_mapped_one_copy,4,10,16,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,20,2,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,20,2,static_all_fpga,45077.02825600008,0.49214370889782677,49,97,116198400,116198400,False
shared_mapped_one_copy,4,20,2,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,20,4,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,20,4,static_all_fpga,40832.554448000075,0.5433012010123353,49,97,116198400,116198400,False
shared_mapped_one_copy,4,20,4,communication_eft,22184.375872000015,1.0,0,0,0,0,False
